fof_file,physical_file,mass_code,resolution_code,periapsis_code,velocity_code,spin_code,timestep,fof_linking_length,n_fragments,total_fragment_mass_kg,bound_fragment_count,bound_mass_kg,bound_mass_fraction,largest_bound_fragment_mass_kg,unbound_fragment_count,unbound_mass_kg,unbound_mass_fraction,largest_unbound_fragment_mass_kg
Ma_xp_A2000c30_n65_r12_v08_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r12_v08_90000.hdf5,A2000c30,n65,r12,v08,,90000,0.004,313,9.96982726823831e+19,10,2.334797239688498e+18,0.0234186328094835,8.569796644986257e+17,303,9.73634754426946e+19,0.9765813671905164,4.1191611579452015e+19
Ma_xp_A2000c30_n65_r12_v10_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r12_v10_90000.hdf5,A2000c30,n65,r12,v10,,90000,0.004,206,9.984764039635336e+19,0,0.0,0.0,0.0,206,9.984764039635336e+19,1.0,4.368659982723585e+19
Ma_xp_A2000c30_n65_r14_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r14_v00_90000.hdf5,A2000c30,n65,r14,v00,,90000,0.004,299,9.940970364172376e+19,99,1.5526296851918524e+19,0.156184922428457,1.9241689707469463e+18,200,8.388340678980523e+19,0.8438150775715431,6.165943035233535e+19
Ma_xp_A2000c30_n65_r16_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r16_v00_90000.hdf5,A2000c30,n65,r16,v00,,90000,0.004,214,9.974947999955588e+19,67,1.0595535661380977e+19,0.1062214626224432,2.3113363421686257e+18,147,8.915394433817489e+19,0.8937785373775565,7.444399287623806e+19
Ma_xp_A2000c30_n65_r16_v02_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r16_v02_90000.hdf5,A2000c30,n65,r16,v02,,90000,0.004,217,9.98863352378385e+19,115,1.6004336099723893e+19,0.1602254809090363,3.1033136799510574e+18,102,8.388199913811463e+19,0.8397745190909639,2.7691616806284743e+19
Ma_xp_A2000c30_n65_r16_v04_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r16_v04_90000.hdf5,A2000c30,n65,r16,v04,,90000,0.004,281,9.979017683884296e+19,79,1.4818684901609734e+19,0.1484984331227441,2.7691366557181117e+18,202,8.497149193723322e+19,0.8515015668772559,3.372569708488311e+19
Ma_xp_A2000c30_n65_r16_v06_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r16_v06_90000.hdf5,A2000c30,n65,r16,v06,,90000,0.004,290,9.949876121031382e+19,25,3.5169136625745326e+18,0.03534630602225,6.75705129684248e+17,265,9.598184754773932e+19,0.9646536939777504,3.637430728959857e+19
Ma_xp_A2000c30_n65_r16_v10_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r16_v10_90000.hdf5,A2000c30,n65,r16,v10,,90000,0.004,169,9.991583340508678e+19,0,0.0,0.0,0.0,169,9.991583340508678e+19,1.0,4.3963063043558736e+19
Ma_xp_A2000c30_n65_r18_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r18_v00_90000.hdf5,A2000c30,n65,r18,v00,,90000,0.004,121,9.968263208579978e+19,3,2.1938754486008512e+18,0.0220086027294355,2.181488094711911e+18,118,9.74887566371989e+19,0.977991397270564,9.22300433805752e+19
Ma_xp_A2000c30_n65_r20_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r20_v00_90000.hdf5,A2000c30,n65,r20,v00,,90000,0.004,174,9.951024141195947e+19,0,0.0,0.0,0.0,174,9.951024141195947e+19,1.0,9.773325047163357e+19
Ma_xp_A2000c30_n65_r22_v00_90000_fof_0.0040_0000.hdf5,Ma_xp_A2000c30_n65_r22_v00_90000.hdf5,A2000c30,n65,r22,v00,,90000,0.004,1,9.996297417209251e+19,0,0.0,0.0,0.0,1,9.996297417209251e+19,1.0,9.996297417209251e+19
Ma_xp_A2050_n70_r12_v00_90000_fof_0.0030_0000.hdf5,Ma_xp_A2050_n70_r12_v00_90000.hdf5,A2050,n70,r12,v00,,90000,0.003,930,3.156780435474726e+20,385,8.558154853731672e+19,0.2711038993259811,8.629297811404521e+18,545,2.3009649501015586e+20,0.7288961006740187,1.6960023835072033e+19
Ma_xp_A2050_n70_r16_v00_90000_fof_0.0030_0000.hdf5,Ma_xp_A2050_n70_r16_v00_90000.hdf5,A2050,n70,r16,v00,,90000,0.003,577,3.158275956595681e+20,320,6.877073229622841e+19,0.2177476991920512,7.552052806563177e+18,257,2.4705686336333975e+20,0.782252300807949,9.051883534702204e+19
Ma_xp_A2100_n70_r12_v00_90000_fof_0.0044_0000.hdf5,Ma_xp_A2100_n70_r12_v00_90000.hdf5,A2100,n70,r12,v00,,90000,0.0044,2976,9.882218407203284e+20,887,2.5574268804366015e+20,0.2587907669165112,3.5149007724538753e+19,2089,7.32479152676668e+20,0.7412092330834887,7.837843393120377e+19
Ma_xp_A2100_n70_r16_v00_90000_fof_0.0044_0000.hdf5,Ma_xp_A2100_n70_r16_v00_90000.hdf5,A2100,n70,r16,v00,,90000,0.0044,2116,9.918259777264576e+20,387,2.1097422417355643e+20,0.2127129445199332,2.3405086944016703e+19,1729,7.808517535529012e+20,0.7872870554800669,3.886376832957781e+20
