dataset,feature_set,target,model,importance_type,rank,feature,importance
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,9,cat__spin_axis_none,0.0020233199043972203
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,10,cat__spin_axis_y,0.001170286663920707
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,11,num__has_explicit_spin,0.0007093335984539399
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,model_feature_importance,12,cat__spin_axis_x,0.0
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,1,periapsis_Rm,774796.9617624292
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,2,spin_axis,291272.2747214323
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,3,particle_log10,121531.48447613585
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,4,spin_period_hr,90440.48825404848
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,5,mass_log10_kg,52726.71191326005
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,6,v_inf_kms,27328.716519433343
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,7,timestep,9878.452967433395
full,without_fof_linking_length,largest_fragment_particle_count,gradient_boosting,permutation_importance,8,has_explicit_spin,4443.907469004323
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,1,num__periapsis_Rm,0.47569927086572267
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,2,cat__spin_axis_z,0.14214833007119007
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,3,cat__spin_axis_mz,0.11580969547211242
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,4,num__spin_period_hr,0.092354889357184
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,5,num__mass_log10_kg,0.0625875241305766
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,6,num__particle_log10,0.04953298104809269
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,7,num__v_inf_kms,0.04511192463329706
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,8,num__timestep,0.01139539131301301
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,9,cat__spin_axis_none,0.0018466590197232823
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,10,num__has_explicit_spin,0.001740852345103952
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,11,cat__spin_axis_y,0.0012077427173042
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,model_feature_importance,12,cat__spin_axis_x,0.0005647390266799689
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,1,periapsis_Rm,658503.9189503617
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,2,spin_axis,279778.17614379374
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,3,particle_log10,78729.61053910991
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,4,spin_period_hr,69514.12714043302
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,5,v_inf_kms,24866.56989636791
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,6,mass_log10_kg,5715.025855352544
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,7,has_explicit_spin,2786.698294389417
full,without_fof_linking_length,largest_fragment_particle_count,random_forest,permutation_importance,8,timestep,-1935.508299464546
full,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,1,cat__spin_axis_mz,1317061.6880195949
full,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,2,cat__spin_axis_z,927103.9978012987
full,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,3,num__periapsis_Rm,661166.9732473217
full,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,4,cat__spin_axis_y,252088.93699371867
full,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,5,num__particle_log10,217699.09256947495
full,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,6,num__v_inf_kms,153540.1966264604
full,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,7,cat__spin_axis_x,131060.41727780053
full,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,8,num__timestep,112868.75496259745
full,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,9,num__spin_period_hr,61276.405460456015
full,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,10,num__mass_log10_kg,59090.35229579778
full,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,11,num__has_explicit_spin,13699.76897388993
full,without_fof_linking_length,largest_fragment_particle_count,ridge,absolute_coefficient,12,cat__spin_axis_none,6808.3359466908705
full,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,1,periapsis_Rm,543943.0625905104
full,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,2,spin_axis,237533.09377627648
full,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,3,particle_log10,80195.8520900686
full,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,4,timestep,12246.217427086503
full,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,5,v_inf_kms,11007.661709571315
full,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,6,mass_log10_kg,5500.038536009716
full,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,7,has_explicit_spin,753.0460712214233
full,without_fof_linking_length,largest_fragment_particle_count,ridge,permutation_importance,8,spin_period_hr,-2562.4920591264263
