physical_file,mass_code,resolution_code,periapsis_code,velocity_code,spin_code,timestep,expected_in_current_ml_dataset,raw_hdf5_found,raw_hdf5_path,raw_hdf5_size_bytes
Ma_xp_A2000_n65_r18_v02_90000.hdf5,A2000,n65,r18,v02,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r18_v02_90000.hdf5,307564472
Ma_xp_A2000_n65_r18_v04_90000.hdf5,A2000,n65,r18,v04,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r18_v04_90000.hdf5,307564472
Ma_xp_A2000_n65_r18_v06_90000.hdf5,A2000,n65,r18,v06,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r18_v06_90000.hdf5,307564472
Ma_xp_A2000_n65_r18_v08_90000.hdf5,A2000,n65,r18,v08,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r18_v08_90000.hdf5,307564488
Ma_xp_A2000_n65_r18_v10_90000.hdf5,A2000,n65,r18,v10,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r18_v10_90000.hdf5,307564488
Ma_xp_A2000_n65_r19_v00_90000.hdf5,A2000,n65,r19,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r19_v00_90000.hdf5,307564472
Ma_xp_A2000_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r20_v00_90000.hdf5,307564472
Ma_xp_A2000_n65_r20_v02_90000.hdf5,A2000,n65,r20,v02,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r20_v02_90000.hdf5,307564472
Ma_xp_A2000_n65_r20_v04_90000.hdf5,A2000,n65,r20,v04,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r20_v04_90000.hdf5,307564472
Ma_xp_A2000_n65_r20_v06_90000.hdf5,A2000,n65,r20,v06,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r20_v06_90000.hdf5,307564472
Ma_xp_A2000_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r22_v00_90000.hdf5,307564472
Ma_xp_A2000_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_n65_r24_v00_90000.hdf5,307564472
Ma_xp_A2000_s030mz_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s030mz,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030mz_n65_r12_v00_90000.hdf5,307564488
Ma_xp_A2000_s030x_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s030x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030x_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s030x_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s030x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030x_n65_r16_v00_90000.hdf5,307564504
Ma_xp_A2000_s030x_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s030x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030x_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s030x_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s030x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030x_n65_r20_v00_90000.hdf5,307564512
Ma_xp_A2000_s030y_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s030y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030y_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s030y_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s030y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030y_n65_r16_v00_90000.hdf5,307564504
Ma_xp_A2000_s030y_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s030y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030y_n65_r16_v06_90000.hdf5,307564512
Ma_xp_A2000_s030y_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s030y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030y_n65_r20_v00_90000.hdf5,307564504
Ma_xp_A2000_s030z_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r11_v00_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s030z_n65_r12_v02_90000.hdf5,A2000,n65,r12,v02,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r12_v02_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r12_v04_90000.hdf5,A2000,n65,r12,v04,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r12_v04_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r12_v06_90000.hdf5,A2000,n65,r12,v06,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r12_v06_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r12_v08_90000.hdf5,A2000,n65,r12,v08,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r12_v08_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r12_v10_90000.hdf5,A2000,n65,r12,v10,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r12_v10_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r12_v12_90000.hdf5,A2000,n65,r12,v12,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r12_v12_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r12_v14_90000.hdf5,A2000,n65,r12,v14,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r12_v14_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r12_v16_90000.hdf5,A2000,n65,r12,v16,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r12_v16_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r13_v00_90000.hdf5,A2000,n65,r13,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r13_v00_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r14_v00_90000.hdf5,A2000,n65,r14,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r14_v00_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r15_v00_90000.hdf5,A2000,n65,r15,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r15_v00_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r16_v00_90000.hdf5,307564512
Ma_xp_A2000_s030z_n65_r16_v02_90000.hdf5,A2000,n65,r16,v02,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r16_v02_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r16_v06_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r16_v08_90000.hdf5,A2000,n65,r16,v08,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r16_v08_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r16_v10_90000.hdf5,A2000,n65,r16,v10,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r16_v10_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r17_v00_90000.hdf5,A2000,n65,r17,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r17_v00_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r18_v00_90000.hdf5,A2000,n65,r18,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r18_v00_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r19_v00_90000.hdf5,A2000,n65,r19,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r19_v00_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r20_v00_90000.hdf5,307564512
Ma_xp_A2000_s030z_n65_r20_v02_90000.hdf5,A2000,n65,r20,v02,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r20_v02_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r20_v04_90000.hdf5,A2000,n65,r20,v04,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r20_v04_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r20_v06_90000.hdf5,A2000,n65,r20,v06,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r20_v06_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r20_v08_90000.hdf5,A2000,n65,r20,v08,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r20_v08_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r20_v10_90000.hdf5,A2000,n65,r20,v10,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r20_v10_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r22_v00_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r24_v00_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r26_v00_90000.hdf5,A2000,n65,r26,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r26_v00_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r28_v00_90000.hdf5,A2000,n65,r28,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r28_v00_90000.hdf5,307564488
Ma_xp_A2000_s030z_n65_r30_v00_90000.hdf5,A2000,n65,r30,v00,s030z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s030z_n65_r30_v00_90000.hdf5,307564488
Ma_xp_A2000_s036mz_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s036mz,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s036mz_n65_r12_v00_90000.hdf5,307564488
Ma_xp_A2000_s036x_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s036x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s036x_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s036x_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s036x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s036x_n65_r16_v00_90000.hdf5,307564504
Ma_xp_A2000_s036x_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s036x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s036x_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s036x_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s036x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s036x_n65_r20_v00_90000.hdf5,307564504
Ma_xp_A2000_s036y_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s036y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s036y_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s036y_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s036y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s036y_n65_r16_v00_90000.hdf5,307564504
Ma_xp_A2000_s036y_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s036y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s036y_n65_r16_v06_90000.hdf5,307564512
Ma_xp_A2000_s036y_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s036y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s036y_n65_r20_v00_90000.hdf5,307564512
Ma_xp_A2000_s036z_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s036z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s036z_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s036z_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s036z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s036z_n65_r16_v00_90000.hdf5,307564512
Ma_xp_A2000_s036z_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s036z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s036z_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s036z_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s036z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s036z_n65_r20_v00_90000.hdf5,307564512
Ma_xp_A2000_s047mz_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s047mz,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047mz_n65_r12_v00_90000.hdf5,307564488
Ma_xp_A2000_s047mz_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s047mz,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047mz_n65_r16_v00_90000.hdf5,307564504
Ma_xp_A2000_s047mz_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s047mz,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047mz_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s047x_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s047x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047x_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s047x_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s047x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047x_n65_r16_v00_90000.hdf5,307564512
Ma_xp_A2000_s047x_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s047x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047x_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s047x_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s047x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047x_n65_r20_v00_90000.hdf5,307564504
Ma_xp_A2000_s047y_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s047y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047y_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s047y_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s047y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047y_n65_r16_v00_90000.hdf5,307564504
Ma_xp_A2000_s047y_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s047y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047y_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s047y_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s047y,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047y_n65_r20_v00_90000.hdf5,307564504
Ma_xp_A2000_s047z_n65_r11_v00_90000.hdf5,A2000,n65,r11,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r11_v00_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s047z_n65_r12_v02_90000.hdf5,A2000,n65,r12,v02,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r12_v02_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r12_v04_90000.hdf5,A2000,n65,r12,v04,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r12_v04_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r12_v06_90000.hdf5,A2000,n65,r12,v06,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r12_v06_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r12_v08_90000.hdf5,A2000,n65,r12,v08,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r12_v08_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r12_v10_90000.hdf5,A2000,n65,r12,v10,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r12_v10_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r12_v12_90000.hdf5,A2000,n65,r12,v12,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r12_v12_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r12_v14_90000.hdf5,A2000,n65,r12,v14,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r12_v14_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r12_v16_90000.hdf5,A2000,n65,r12,v16,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r12_v16_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r13_v00_90000.hdf5,A2000,n65,r13,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r13_v00_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r14_v00_90000.hdf5,A2000,n65,r14,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r14_v00_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r15_v00_90000.hdf5,A2000,n65,r15,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r15_v00_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r16_v00_90000.hdf5,307564512
Ma_xp_A2000_s047z_n65_r16_v02_90000.hdf5,A2000,n65,r16,v02,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r16_v02_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r16_v04_90000.hdf5,A2000,n65,r16,v04,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r16_v04_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r16_v06_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r16_v08_90000.hdf5,A2000,n65,r16,v08,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r16_v08_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r16_v10_90000.hdf5,A2000,n65,r16,v10,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r16_v10_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r17_v00_90000.hdf5,A2000,n65,r17,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r17_v00_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r18_v00_90000.hdf5,A2000,n65,r18,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r18_v00_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r19_v00_90000.hdf5,A2000,n65,r19,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r19_v00_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r20_v00_90000.hdf5,A2000,n65,r20,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r20_v00_90000.hdf5,307564512
Ma_xp_A2000_s047z_n65_r20_v02_90000.hdf5,A2000,n65,r20,v02,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r20_v02_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r20_v04_90000.hdf5,A2000,n65,r20,v04,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r20_v04_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r20_v06_90000.hdf5,A2000,n65,r20,v06,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r20_v06_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r20_v08_90000.hdf5,A2000,n65,r20,v08,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r20_v08_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r20_v10_90000.hdf5,A2000,n65,r20,v10,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r20_v10_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r22_v00_90000.hdf5,A2000,n65,r22,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r22_v00_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r24_v00_90000.hdf5,A2000,n65,r24,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r24_v00_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r26_v00_90000.hdf5,A2000,n65,r26,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r26_v00_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r28_v00_90000.hdf5,A2000,n65,r28,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r28_v00_90000.hdf5,307564488
Ma_xp_A2000_s047z_n65_r30_v00_90000.hdf5,A2000,n65,r30,v00,s047z,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s047z_n65_r30_v00_90000.hdf5,307564488
Ma_xp_A2000_s086mz_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s086mz,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086mz_n65_r12_v00_90000.hdf5,307564488
Ma_xp_A2000_s086mz_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s086mz,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086mz_n65_r16_v00_90000.hdf5,307564504
Ma_xp_A2000_s086mz_n65_r16_v06_90000.hdf5,A2000,n65,r16,v06,s086mz,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086mz_n65_r16_v06_90000.hdf5,307564504
Ma_xp_A2000_s086x_n65_r12_v00_90000.hdf5,A2000,n65,r12,v00,s086x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086x_n65_r12_v00_90000.hdf5,307564512
Ma_xp_A2000_s086x_n65_r16_v00_90000.hdf5,A2000,n65,r16,v00,s086x,90000,True,True,/rds/general/user/nny124/home/irp-nny124/martian_moon_data/Ma_xp_A2000_s086x_n65_r16_v00_90000.hdf5,307564504
